ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
14038	MT-RNR2	-6.95136204095567	14.7132109125417	-26.0960973704451	2.7880363498075e-17	5.07589897845953e-13	19.9385551108709
14049	MT-RNR1	-8.05891346145661	11.8292346388005	-20.8002883221648	2.54707056938888e-15	2.3185983393147e-11	19.3044819625803
17170	MTRNR2L12	-5.23069965781844	0.68903256854745	-9.90518991528084	2.72814535869484e-09	1.65562048001328e-05	8.57604574752517
14802	MT-ATP8	-2.23620688611725	4.08957217700065	-8.11118289359396	7.50308828776986e-08	0.000341503063417845	8.11634460101222
14052	IGKC	-3.83066750139599	4.842528965249	-6.60438345786196	1.68100546347092e-06	0.00437205506685023	5.26506297714009
15172	AC006019.2	2.83421294897444	-0.478199277598942	7.1680286829	5.06998960757119e-07	0.00184608461590882	5.00886370331315
16385	MTRNR2L3	-1.84521188740635	1.22686193026175	-6.72544815319836	1.29485960344361e-06	0.00392903565671574	4.89433600129359
15212	RPL10P9	-4.1229047773541	2.79355633740003	-6.42791921011426	2.4675129330436e-06	0.00561544255737396	4.65055723745314
4376	MYCT1	-1.01027484176736	3.79268695353283	-6.30086859689868	3.26092258009415e-06	0.00659648405479934	4.63874146717525
5316	DPP6	1.81583632680171	2.1558672814745	6.25293397430651	3.6245284654718e-06	0.00659881652423796	4.33333228736083
15972	MTATP6P1	-1.7715238354595	4.86969791790123	-6.13625319958944	4.69377519977598e-06	0.00712123927392679	4.31123260638406
9972	TPM4	-0.674574242432115	7.74009798310988	-5.98297366294886	6.60843634959041e-06	0.0085937994414745	3.98257067125594
5704	KL	-1.00963821121513	3.06245212149724	-5.79519089846863	1.00867928397821e-05	0.0108023617906514	3.5541442443029
11673	GIMAP7	-0.963446614733005	3.35018903756072	-5.72404727558623	1.1851856791832e-05	0.0119874947084497	3.42067051750611
14057	IGLV3-1	-3.5847559736875	-0.192273033458041	-6.16087211555457	4.44399409809733e-06	0.00712123927392679	3.37714103578023
12022	MXRA7	-0.890098669845022	6.10616788154024	-5.65773364000753	1.37810577069149e-05	0.0132051545585312	3.26210860615462
5741	GIMAP4	-0.965668256025811	4.45374034962006	-5.59136943325649	1.60337100777112e-05	0.0145954862837405	3.14300225975866
16591	SORD2P	-1.93849432153897	0.732600608319728	-5.82406808446476	9.44923598463977e-06	0.010752049396022	3.12772121796383
14679	PSPHP1	-4.54552445025846	-1.01040228543705	-6.01795579998213	6.11058223731957e-06	0.00855763540097231	3.10304467012993
15582	IGKV3-20	-3.76256269085264	0.47814513407258	-5.92975655004247	7.44673978050898e-06	0.00903835629626309	3.10193333140776
9291	EMCN	-0.853358499264763	5.32721530032208	-5.56944951573992	1.6857604928207e-05	0.0146147407296636	3.07640338653164
3115	CCL2	-1.16614280694671	3.20925339315127	-5.50964489322718	1.93321001671441e-05	0.0159981916201375	2.96189709642856
8540	CD1E	-1.17865786888475	3.41565879887617	-5.44266409722769	2.25468962765047e-05	0.0178473388526107	2.82484141356053
16786	PECAM1	-0.631928352084917	7.41403081596103	-5.39106731340812	2.53910967815644e-05	0.0184908123202065	2.68541943918082
14040	MT-TY	-1.13602525804997	1.34163459987527	-5.41507926331413	2.40246175571054e-05	0.0182246744685275	2.55959481828518
9221	TM4SF18	-1.34756224218641	3.00512866529222	-5.31922801243357	2.99710786062292e-05	0.019970181458349	2.5500583019692
10661	PDE7B	-0.745091400959957	2.94174742012127	-5.30818840994005	3.07459906277935e-05	0.019970181458349	2.52651445493284
13521	MT-ND6	-1.3761723467737	4.85093128944783	-5.29348096653838	3.18101319505724e-05	0.019970181458349	2.4807299425857
16092	SELENOP	-0.815500218155374	6.47128573786657	-5.29644227313678	3.1592898396412e-05	0.019970181458349	2.46068796735871
10892	DHCR7	0.931999916697862	5.32048284248338	5.24743195202866	3.53905541656506e-05	0.0214773476379945	2.36810631997971
11057	CD34	-0.829497913096602	7.29812736355953	-5.21960603807852	3.77500908796045e-05	0.021477442329815	2.30096467716878
14118	GIMAP1	-0.724815777532443	3.31466377470861	-5.19632784361747	3.98464891713182e-05	0.0216040671162284	2.29452026744213
4034	NR5A2	-0.844224544843673	2.80323826173485	-5.18176113476236	4.12181423756659e-05	0.0216040671162284	2.25237460967673
6331	FGFBP2	-1.27451408473141	4.06866899627995	-5.16637366751867	4.27192363058455e-05	0.0216040671162284	2.22141998311531
12834	SERPINA5	-1.04334833142987	2.94621662811769	-5.14063455589208	4.53553837315204e-05	0.0223173004382719	2.16859215408505
14059	IGLC3	-3.46074090795599	0.95473598111576	-5.2310672979632	3.6759435055977e-05	0.021477442329815	2.00895768238938
15566	TNFSF12	-1.03505753384289	2.35007731853753	-5.0474095796204	5.63656729698982e-05	0.0240589041964389	1.94478070632961
7917	FLI1	-0.619007548571922	5.09901054043611	-5.05528502943183	5.53387815845633e-05	0.0240589041964389	1.93732828712505
14058	IGLC2	-3.52790758805816	2.01923058182252	-5.08478948332145	5.16574626430384e-05	0.0240589041964389	1.92907330549238
4812	NRN1	-0.729462395114822	4.90462937374902	-5.04394343769432	5.68237328598744e-05	0.0240589041964389	1.91891144395844
5601	JCHAIN	-3.00853079092558	4.02961096054692	-5.01740702452075	6.04580244763343e-05	0.0244599731914698	1.90423165706856
14053	IGKV4-1	-3.56054437626565	0.765016813630979	-5.16814169498034	4.254397359756e-05	0.0216040671162284	1.8415120658061
13920	VIT	-0.981738260922254	4.59717532886493	-4.97043820607652	6.74784836378435e-05	0.0261385802789485	1.76711547915521
14163	LEPROT	-0.521323032855802	6.92610764514905	-4.98436347162489	6.53149413420331e-05	0.0258505178711534	1.76517679777992
2556	PLAT	-0.975164859690829	4.04586171474345	-4.92147146895809	7.5679785120968e-05	0.0281189013859662	1.679410313781
9689	IFI27	-1.67722223661719	5.22100982027132	-4.93435646018685	7.34285063195785e-05	0.0278508205427968	1.66825770901493
15756	IGKV1-5	-3.68562841640235	0.682267704826913	-5.05388598371283	5.55198092766437e-05	0.0240589041964389	1.60258644961968
14056	IGLV2-14	-3.43690196801735	-0.103447576750042	-5.08886796315331	5.1168507097973e-05	0.0240589041964389	1.56572055881169
13683	AC006019.1	1.82592990314116	0.035707093300452	5.02104165614394	5.9946638204073e-05	0.0244599731914698	1.5295105039095
12398	IFITM2	-1.16586905900685	4.66022067625657	-4.86031907184058	8.7355762357749e-05	0.0318079801897036	1.51863861993847
12507	EVI2B	-0.726994558565913	3.06626873155388	-4.79073054444214	0.000102878960207652	0.036019506721933	1.41436068243292
8965	ADGRL4	-0.845531984832956	4.56296408269253	-4.80036040659706	0.00010057471938441	0.0359032027669131	1.38641637657462
8128	THY1	-1.40802255843811	4.73043427651968	-4.77712419964104	0.000106225968621314	0.0364865805695489	1.33067464413717
8977	GBP4	-1.00092933032766	4.15978605726945	-4.75489358930355	0.000111932942317717	0.0364865805695489	1.30361509414793
7625	SURF6	-0.498662583087757	4.77237204953192	-4.76091701314389	0.000110356704043054	0.0364865805695489	1.28696828310429
6626	LUM	-0.991035491561803	8.33417297695736	-4.74721549120484	0.000113975205956413	0.0364865805695489	1.26889624486476
1299	FKBP7	-0.817890076480926	3.73706676210271	-4.71179329062894	0.000123895453885763	0.0369850720640746	1.22476374812668
12262	OAF	-1.0495526096567	4.03293545685052	-4.71170889150619	0.00012392010303793	0.0369850720640746	1.2133516904848
14523	HAGLR	-0.741291132330248	1.42694132116182	-4.71472552618445	0.000123042147466521	0.0369850720640746	1.17983946367758
16970	AC103810.2	1.44966711904025	0.985077117070649	4.74054081281488	0.000115781137461632	0.0364865805695489	1.16835211615272
15635	AC108860.1	1.13224814331029	0.838578017621195	4.73887040068112	0.000116237596014162	0.0364865805695489	1.14631228829395
268	TYROBP	-1.62010779077941	3.96136163445949	-4.64039163622937	0.000146623014502991	0.040428143317971	1.06103303181566
13105	TLR7	-1.1411824988781	2.39192895576759	-4.62793127190782	0.000151000425443372	0.040428143317971	1.05768791349771
2734	PLEKHA4	-0.90810933700942	4.14382438693602	-4.64333765233212	0.000145606901351307	0.040428143317971	1.05458068518046
10777	SLFN12	-0.800852626862205	3.14211577055164	-4.62042936469305	0.000153699210422198	0.0405543163035731	1.04131733545219
8974	WDR63	1.2797254082314	0.777533313856722	4.66792224049625	0.000137399616972562	0.0393855484773638	0.993629612159312
2882	SFRP4	-2.01265228461811	3.26354038562468	-4.58931707991282	0.000165420790891945	0.0423176913106593	0.974023970230917
15675	VWFP1	-1.7831145943061	0.441333694592647	-4.66468525595863	0.00013845298816606	0.0393855484773638	0.90600825784842
1264	FAP	-0.958575368898434	4.83584106488901	-4.58679464648129	0.000166409721320542	0.0423176913106593	0.892593254974978
9160	SERPINI1	-0.681216799578963	2.72076561191687	-4.54051745131429	0.000185647932480009	0.0437655228252231	0.872658590161259
9002	LMX1A	-1.47586135703337	0.414133950037011	-4.63306682893233	0.000149180524898691	0.040428143317971	0.852261219912632
8577	FCER1G	-1.26442179114968	3.91461509082599	-4.53684819558207	0.000187265950374912	0.0437655228252231	0.82944832132408
14066	IGHV3-23	-2.84174916878959	0.186288124825853	-4.66764621917249	0.000137489122919587	0.0393855484773638	0.827140361642054
4510	TNFSF10	-0.666709453673859	5.74188584461808	-4.5536700778646	0.00017996286030713	0.0437655228252231	0.783619107466334
1079	NFATC3	-0.453586254576762	5.84290251661618	-4.54563315000433	0.00018341554746855	0.0437655228252231	0.763697331406067
15391	ENO1-IT1	1.19758092809883	0.319397413441591	4.58439643347678	0.000167355474808715	0.0423176913106593	0.756573193907883
12199	OLFML1	-0.702917653116426	5.34684283182434	-4.53630944959689	0.000187504711653708	0.0437655228252231	0.754803740616196
15129	TNF	-1.11853928787086	1.5168387362262	-4.50193627519296	0.000203389180290844	0.0451573587362818	0.748678660163565
15758	AC082651.3	-1.57170454065708	1.84843524043626	-4.48042368696898	0.000214012695152957	0.046384703904223	0.720811261641497
1078	FCGR2B	-1.00839597322857	4.6222936441819	-4.50258735155296	0.000203076067823493	0.0451573587362818	0.713209992000959
12598	BTN3A2	-0.746565002463989	5.11567012058052	-4.5121099214973	0.000198551558623155	0.0451573587362818	0.709033833982883
9419	IL31RA	1.82455734421931	0.395338019177422	4.55169378083952	0.000180805766683061	0.0437655228252231	0.703717071009757
2082	SPTLC2	-0.488608867388989	6.50638066744463	-4.51983048765477	0.000194957812147485	0.044929138328571	0.703655983362163
7600	CBWD5	0.907223477163215	2.27261322376006	4.46083411585649	0.000224171518000596	0.0469365437275944	0.698659254921282
6278	CCL21	-1.30081127805119	4.75351585416693	-4.49537891820408	0.000206569924789624	0.0453109885628902	0.692377818555388
14062	IGHA2	-3.85886296653421	2.32835235253836	-4.45100653248164	0.000229449214091832	0.0469365437275944	0.652929375453038
6376	FXYD6	-0.90909015480866	2.90770637563171	-4.42280119370126	0.00024530040695555	0.0472688784847164	0.614229087779349
16929	AC015813.1	0.77171281550206	4.58437321478588	4.45422517051277	0.000227707095823674	0.0469365437275944	0.607884724288563
10165	CX3CR1	-0.855753326866107	2.9348075742256	-4.41606158424973	0.000249248178322134	0.0472688784847164	0.598684134414264
5812	GSTM3	-0.918335361840311	6.10154591665821	-4.46129281696545	0.000223928185745597	0.0469365437275944	0.569099257990313
13303	MPEG1	-0.989363017546683	6.54780616889332	-4.45700559879667	0.000226212872404935	0.0469365437275944	0.560893906576012
16955	AC115989.2	0.880593419590545	2.47995714580048	4.38462723161894	0.000268521135557705	0.0488017512197025	0.536679963303852
2111	RPS6KA5	0.546931732492694	5.7918348136427	4.43688224012695	0.00023725393231198	0.0472688784847164	0.522881622253625
17329	AL031281.1	0.964692376721496	1.10182736707502	4.40126994381982	0.000258137734544053	0.0484500576815364	0.50858022223487
3371	CREBL2	-0.483152039747343	6.4359037736023	-4.43107445866583	0.000240540083390603	0.0472688784847164	0.500487093115723
9086	S100A11	-1.02324007613349	6.46099508850988	-4.42761584899706	0.000242518722411694	0.0472688784847164	0.493087647894612
11783	OAZ2	-0.413380144801017	5.78801283188255	-4.42164867502786	0.000245971021279844	0.0472688784847164	0.481892766511208
12118	DAZAP2	-0.534281260703833	7.01818164105559	-4.41822261521632	0.000247975435495498	0.0472688784847164	0.481757818839585
4339	IFIT2	-0.791710317985502	3.7787082644948	-4.35173511093692	0.000290292517986435	0.0503339579282003	0.420582252207525
10268	PPIC	-0.964626089408752	4.67800170013715	-4.37360120139775	0.000275630273389895	0.0491973015425139	0.418161242491172
6707	GPR65	-0.943818681414798	1.69719968232758	-4.33328904777167	0.000303268625839176	0.0511232277965559	0.411256047370864
17478	AL122035.2	0.982136069174077	0.851212716185178	4.36070540696612	0.00028418509476927	0.0501538710427162	0.399968591027323
15627	RDH14	-0.613844960368368	3.58494472802528	-4.33739362379942	0.000300331760911258	0.0511013087771062	0.398542502992782
5165	CALU	-0.527846694190058	7.05545135407504	-4.38116458403446	0.000270733652267931	0.0488017512197025	0.398369070079207
6508	SLC40A1	-0.547678834132874	6.64244774761278	-4.38339121049532	0.000269308820387947	0.0488017512197025	0.394141147484134
11200	FAM182B	1.28020681760197	0.957753866902418	4.34472834898156	0.000295154565912072	0.0506941889339168	0.377183258205437
7705	SERPING1	-0.781926998332964	7.18821257340863	-4.35728414247526	0.000286499098563248	0.0501538710427162	0.347288541172659
17722	AC009090.3	1.25040714620976	0.0127929621325032	4.38420123758539	0.000268792349107804	0.0488017512197025	0.330764654393009
14929	AL589880.1	1.49656450247804	1.25637496053178	4.30909392360986	0.000321175407316592	0.0531574496873261	0.328138696575146
5761	CA1	0.684115658357227	2.5794863031435	4.27124560066754	0.000351337239024573	0.0551417739110463	0.290713372164781
9664	CASP7	-0.524701375490303	4.72698870560316	-4.31954201259262	0.000313316228174832	0.0523324334876237	0.290697511585771
1626	CFAP61	-1.20162740494745	1.38923042703359	-4.28361976896928	0.000341176003789465	0.0547825550410749	0.288088836136772
5004	IFI6	-1.46314252491987	4.21684268163854	-4.28169698634054	0.000342735379829925	0.0547825550410749	0.242606489442942
14064	IGHG1	-4.91618735799036	2.28463056341516	-4.25651711827869	0.000363827816464738	0.0561343154792969	0.226616010578625
3616	ARSB	-0.6061297529353	4.41732327402727	-4.27765174986859	0.000346039428195299	0.0547825550410749	0.214782881096297
38	CASP10	-0.483903288100626	4.8463261514437	-4.28117950696899	0.000343156274059861	0.0547825550410749	0.196986301156096
13933	CFI	-0.666735516972483	2.92870077605086	-4.21612623795979	0.00040041165433465	0.0591600939639768	0.161021289000855
2892	GIMAP2	-0.778289318120705	3.14644291993111	-4.21796788604764	0.000398666118125896	0.0591600939639768	0.156324906887467
16689	LINC01290	0.881206563015469	2.40548564574631	4.20336586704464	0.000412718046507574	0.0593347258874953	0.146833113629783
16575	AC108449.2	0.59199664739795	2.22357445007315	4.19885171693573	0.000417161645259772	0.0593347258874953	0.138331840649007
16276	AP002387.1	1.47439145254218	-0.097607327046357	4.28025783586601	0.000343907202943641	0.0547825550410749	0.122946784203688
9150	TGFBR2	-0.597503962412725	7.77678149186086	-4.24676729892913	0.000372339969800534	0.0569648864721725	0.117610358570951
9201	SMIM14	-0.50476886350182	6.59608317335359	-4.25820826561002	0.000362371312263964	0.0561343154792969	0.107947525646307
17362	AL603756.1	0.749804423157104	1.41093113593484	4.19206651007575	0.000423931028406283	0.0596623407445864	0.104712609478388
14762	SOCS5P4	1.27334215830343	0.318110212307581	4.23407188476952	0.000383723475088231	0.0582172465621361	0.0823514180675584
17141	AC090004.1	1.1300351216414	0.598547671357482	4.21009130979818	0.000406185419394546	0.0591600939639768	0.0713322681442872
4386	MRPS14	-0.415220365511546	4.40947452731174	-4.21334064109416	0.000403066424508024	0.0591600939639768	0.0694956892625633
12164	SMG1P5	1.32873188646354	2.62566501006732	4.16207046666161	0.000455198428835617	0.0609163535556821	0.0548474705415236
6862	MEP1B	1.17718633459077	0.46714301983775	4.201947099752	0.000414109512001065	0.0593347258874953	0.0392052540368333
13611	MT-ATP6	-1.14507565727037	7.82997977853103	-4.210360372909	0.000405926234082517	0.0591600939639768	0.0365059324607477
4509	POLR3GL	-0.664191531250331	2.96699409797916	-4.14698999831119	0.000471778855945907	0.0609163535556821	0.00812168501031518
5537	SNRPA1	0.547299678463789	4.45616549120774	4.17287225703317	0.00044368158127632	0.0601739104074823	-0.0221185302179405
5210	ACKR4	-0.817523591029076	3.80159046969251	-4.14733758254675	0.000471389985233079	0.0609163535556821	-0.0369911987832765
17501	NBPF26	1.41973714321945	3.78750116539989	4.14348219274463	0.000475721314823201	0.0609928328005014	-0.038120880463965
3500	FHL5	-1.18214520137685	2.47661937115885	-4.11759307408265	0.000505854830806606	0.0622269800653045	-0.0387376591332425
12828	BLOC1S5	-0.503710966353598	3.90141600260049	-4.14852129839716	0.000470068068141865	0.0609163535556821	-0.0423567240395464
1374	AACS	0.425897827720908	6.49459770134733	4.18999539027405	0.000426019130879723	0.0596623407445864	-0.042672599073601
15783	ZNF512	-0.519180794403145	4.17613147981631	-4.15460403609501	0.000463333381227999	0.0609163535556821	-0.0471097293656433
12073	SRPRA	-0.393811746963664	6.26168117378233	-4.17914620039652	0.000437126575724221	0.0601739104074823	-0.0750931144047184
13547	MT-ND2	-1.001784854943	7.2123619174663	-4.17048847924294	0.000446197841646166	0.0601739104074823	-0.0772849804692024
12379	FLRT2	-0.509843097905939	6.28322158706675	-4.1748636165011	0.000441590431530529	0.0601739104074823	-0.0850346078760289
6138	SCRN1	-0.513071088598875	5.73429577548864	-4.17146034756565	0.000445170241442315	0.0601739104074823	-0.087743606730192
11044	RBM4	0.607549079141773	3.87499795966509	4.11978813011589	0.000503227552819386	0.0622269800653045	-0.103207403777388
287	CLDN11	-1.49122363708267	4.59014449260354	-4.13707120064351	0.000483011976177502	0.061494517750263	-0.106220461452268
5740	GIMAP6	-0.655976266315168	5.36132942643506	-4.15532851617005	0.000462537706997207	0.0609163535556821	-0.113098272883038
12691	GCNT1	-0.592495329900862	4.1626911913348	-4.11868178287322	0.000504550039323695	0.0622269800653045	-0.126694751547945
344	HGF	-0.82060996396699	3.60511244404212	-4.09619554549739	0.000532194409436303	0.0633012304588915	-0.138215312497009
7754	ESAM	-0.608644390325368	3.66335684185834	-4.09089650059445	0.000538926217792386	0.0633012304588915	-0.1548358926415
4600	PLAU	-0.749077417883791	3.91617464715664	-4.09693286833328	0.000531264406141801	0.0633012304588915	-0.157311145890191
4338	IFIT3	-0.884060067640202	4.03096592637331	-4.09289742400548	0.000536374348913566	0.0633012304588915	-0.17399343259605
